Product_ID,Product_Name,Year,Month,Quantity_Sold,Unit_Price,Revenue,Brand,timestamp
P05298,Vacuum Cleaner,2007,December,203,2031.41,412376.23,Dyson,2007-12-08
P02238,Headphones,2007,December,67,195.2,13078.4,Apple,2007-12-08
P11724,Coffee Maker,2007,December,36,231.05,8317.8,Panasonic,2007-12-09
P14784,Headphones,2007,December,354,936.06,331365.24,Samsung,2007-12-09
P07746,Smart TV,2007,December,327,2377.82,777547.14,LG,2007-12-09
P06216,Laptop,2007,December,433,519.96,225142.68,HP,2007-12-11
P01626,Laptop,2007,December,386,2001.97,772760.42,Apple,2007-12-11
P08358,Headphones,2007,December,350,1049.7,367395.0,LG,2007-12-12
P09276,Tablet,2007,December,167,1422.01,237475.67,Lenovo,2007-12-13
P02544,Tablet,2007,December,103,2826.94,291174.82,Apple,2007-12-13
P01014,Smart Speaker,2007,December,214,526.78,112730.92,Amazon,2007-12-15
P07440,Soundbar,2007,December,450,420.86,189387.0,JBL,2007-12-16
P09888,Gaming Console,2007,December,232,2660.93,617335.76,Microsoft,2007-12-16
P11418,Digital Camera,2007,December,332,1030.1,341993.2,Panasonic,2007-12-17
P11112,Smart TV,2007,December,287,1131.21,324657.27,Panasonic,2007-12-17
P09582,Laptop,2007,December,381,1952.3,743826.3,Microsoft,2007-12-18
P03462,Headphones,2007,December,144,2417.84,348168.96,Bose,2007-12-18
P06522,Monitor,2007,December,232,2480.24,575415.68,HP,2007-12-19
P04686,Laptop,2007,December,47,2126.63,99951.61,Dell,2007-12-19
P15702,Headphones,2007,December,10,1650.02,16500.2,Sony,2007-12-19
P00096,Gaming Console,2007,December,304,2547.65,774485.6,AMD,2007-12-19
P13866,Smart TV,2007,December,156,634.93,99049.08,Samsung,2007-12-19
P06828,Headphones,2007,December,49,1446.94,70900.06,JBL,2007-12-20
P03156,Vacuum Cleaner,2007,December,92,1872.71,172289.32,Beko,2007-12-21
P05910,Smart Speaker,2007,December,39,2541.0,99099.0,Google,2007-12-21
P13560,Smartphone,2007,December,90,204.0,18360.0,Samsung,2007-12-22
P16620,Soundbar,2007,December,56,969.55,54294.8,Sony,2007-12-22
P04992,Monitor,2007,December,25,1580.72,39518.0,Dell,2007-12-22
P12030,Headphones,2007,December,46,2145.32,98684.72,Panasonic,2007-12-23
P01932,Smartwatch,2007,December,368,1354.64,498507.52,Apple,2007-12-24
P08052,Refrigerator,2007,December,145,2705.82,392343.9,LG,2007-12-24
P08664,Smartphone,2007,December,398,266.66,106130.68,LG,2007-12-25
P00708,Monitor,2007,December,136,2600.6,353681.6,Acer,2007-12-26
P15090,Vacuum Cleaner,2007,December,120,1136.64,136396.8,Samsung,2007-12-26
P12336,Soundbar,2007,December,195,1380.56,269209.2,Panasonic,2007-12-26
P15396,Smart TV,2007,December,267,548.2,146369.4,Sony,2007-12-26
P10806,Gaming Console,2007,December,61,1692.55,103245.55,Nvidia,2007-12-27
P12948,Coffee Maker,2007,December,206,1196.89,246559.34,Philips,2007-12-27
P05604,Smartphone,2007,December,263,1762.53,463545.39,Google,2007-12-27
P14172,Refrigerator,2007,December,146,124.26,18141.96,Samsung,2007-12-27
P13254,Headphones,2007,December,449,2449.69,1099910.81,Philips,2007-12-30
P12642,Vacuum Cleaner,2007,December,185,2037.97,377024.45,Philips,2007-12-30
P04380,Digital Camera,2007,December,316,369.45,116746.2,Canon,2007-12-30
P14478,Smartwatch,2007,December,5,2564.13,12820.65,Samsung,2007-12-31
P16008,Gaming Console,2007,December,29,1938.33,56211.57,Sony,2007-12-31
P14785,Headphones,2008,January,308,267.98,82537.84,Samsung,2008-01-01
P05605,Smartphone,2008,January,378,908.05,343242.9,Google,2008-01-03
P07441,Soundbar,2008,January,429,2265.52,971908.08,JBL,2008-01-03
P08665,Smartphone,2008,January,364,177.09,64460.76,LG,2008-01-04
P02851,Refrigerator,2008,January,25,2141.44,53536.0,Beko,2008-01-04
P06829,Headphones,2008,January,422,2423.78,1022835.16,JBL,2008-01-05
P01321,Smartphone,2008,January,321,970.0,311370.0,Apple,2008-01-06
P03769,Smart Speaker,2008,January,195,326.29,63626.55,Bose,2008-01-08
P13255,Headphones,2008,January,112,2998.55,335837.6,Philips,2008-01-08
P16621,Soundbar,2008,January,222,1786.64,396634.08,Sony,2008-01-08
P01933,Smartwatch,2008,January,206,2186.49,450416.94,Apple,2008-01-10
P05299,Vacuum Cleaner,2008,January,321,2030.8,651886.8,Dyson,2008-01-10
P12031,Headphones,2008,January,284,809.67,229946.28,Panasonic,2008-01-10
P11113,Smart TV,2008,January,117,709.19,82975.23,Panasonic,2008-01-10
P05911,Smart Speaker,2008,January,206,2193.0,451758.0,Google,2008-01-11
P08359,Headphones,2008,January,77,1476.35,113678.95,LG,2008-01-11
P04381,Digital Camera,2008,January,356,2194.96,781405.76,Canon,2008-01-13
P10501,Gaming Console,2008,January,270,966.83,261044.1,Nintendo,2008-01-13
P03463,Headphones,2008,January,494,2703.86,1335706.84,Bose,2008-01-14
P01015,Smart Speaker,2008,January,411,2842.58,1168300.38,Amazon,2008-01-14
P07135,Smart Speaker,2008,January,254,890.42,226166.68,JBL,2008-01-14
P02239,Headphones,2008,January,256,2697.29,690506.24,Apple,2008-01-14
P12337,Soundbar,2008,January,247,836.93,206721.71,Panasonic,2008-01-15
P16315,Digital Camera,2008,January,8,379.17,3033.36,Sony,2008-01-15
P08053,Refrigerator,2008,January,13,916.16,11910.08,LG,2008-01-15
P07747,Smart TV,2008,January,154,805.52,124050.08,LG,2008-01-16
P02545,Tablet,2008,January,58,1122.04,65078.32,Apple,2008-01-16
P09583,Laptop,2008,January,163,334.62,54543.06,Microsoft,2008-01-16
P10807,Gaming Console,2008,January,70,2856.94,199985.8,Nvidia,2008-01-17
P01627,Laptop,2008,January,393,65.67,25808.31,Apple,2008-01-17
P00709,Monitor,2008,January,76,383.67,29158.92,Acer,2008-01-17
P14479,Smartwatch,2008,January,453,1759.18,796908.54,Samsung,2008-01-19
P04993,Monitor,2008,January,457,1563.77,714642.89,Dell,2008-01-19
P04075,Soundbar,2008,January,275,2286.99,628922.25,Bose,2008-01-19
P03157,Vacuum Cleaner,2008,January,133,1167.09,155222.97,Beko,2008-01-20
P14173,Refrigerator,2008,January,176,2156.67,379573.92,Samsung,2008-01-20
P00097,Gaming Console,2008,January,152,1243.3,188981.6,AMD,2008-01-20
P09277,Tablet,2008,January,193,2999.62,578926.66,Lenovo,2008-01-22
P12949,Coffee Maker,2008,January,312,163.38,50974.56,Philips,2008-01-23
P15091,Vacuum Cleaner,2008,January,459,1410.79,647552.61,Samsung,2008-01-23
P06523,Monitor,2008,January,218,234.15,51044.7,HP,2008-01-23
P15397,Smart TV,2008,January,160,1504.89,240782.4,Sony,2008-01-24
P06217,Laptop,2008,January,337,694.35,233995.95,HP,2008-01-24
P11419,Digital Camera,2008,January,400,759.84,303936.0,Panasonic,2008-01-24
P10195,Coffee Maker,2008,January,499,1541.28,769098.72,Nestle,2008-01-25
P12643,Vacuum Cleaner,2008,January,473,2591.74,1225893.02,Philips,2008-01-26
P16009,Gaming Console,2008,January,405,728.89,295200.45,Sony,2008-01-26
P00403,Laptop,2008,January,17,1781.85,30291.45,Acer,2008-01-27
P08971,Laptop,2008,January,66,2577.26,170099.16,Lenovo,2008-01-27
P04687,Laptop,2008,January,146,964.44,140808.24,Dell,2008-01-27
P15703,Headphones,2008,January,266,2111.96,561781.36,Sony,2008-01-28
P13867,Smart TV,2008,January,482,1891.38,911645.16,Samsung,2008-01-28
P09889,Gaming Console,2008,January,435,1948.43,847567.05,Microsoft,2008-01-31
P11725,Coffee Maker,2008,January,188,452.94,85152.72,Panasonic,2008-01-31
P13561,Smartphone,2008,January,193,2233.02,430972.86,Samsung,2008-01-31
P00098,Gaming Console,2008,February,408,2560.24,1044577.92,AMD,2008-02-01
P16316,Digital Camera,2008,February,2,578.72,1157.44,Sony,2008-02-01
P06218,Laptop,2008,February,128,1697.79,217317.12,HP,2008-02-02
P12950,Coffee Maker,2008,February,431,363.44,156642.64,Philips,2008-02-02
P16622,Soundbar,2008,February,62,2950.56,182934.72,Sony,2008-02-02
P04688,Laptop,2008,February,5,2488.85,12444.25,Dell,2008-02-02
P08972,Laptop,2008,February,100,187.99,18799.0,Lenovo,2008-02-03
P11420,Digital Camera,2008,February,243,1762.57,428304.51,Panasonic,2008-02-03
P10196,Coffee Maker,2008,February,194,355.59,68984.46,Nestle,2008-02-03
P05606,Smartphone,2008,February,335,2299.48,770325.8,Google,2008-02-03
P11726,Coffee Maker,2008,February,216,1580.99,341493.84,Panasonic,2008-02-03
P15704,Headphones,2008,February,175,2531.77,443059.75,Sony,2008-02-05
P14174,Refrigerator,2008,February,327,2327.06,760948.62,Samsung,2008-02-05
P07136,Smart Speaker,2008,February,290,1093.23,317036.7,JBL,2008-02-06
P04382,Digital Camera,2008,February,63,657.84,41443.92,Canon,2008-02-06
P04994,Monitor,2008,February,94,593.78,55815.32,Dell,2008-02-06
P03770,Smart Speaker,2008,February,338,2254.31,761956.78,Bose,2008-02-07
P02852,Refrigerator,2008,February,300,456.32,136896.0,Beko,2008-02-07
P01016,Smart Speaker,2008,February,58,2264.65,131349.7,Amazon,2008-02-08
P09584,Laptop,2008,February,318,522.75,166234.5,Microsoft,2008-02-09
P12338,Soundbar,2008,February,81,386.84,31334.04,Panasonic,2008-02-09
P06524,Monitor,2008,February,381,2739.16,1043619.96,HP,2008-02-09
P02546,Tablet,2008,February,422,862.92,364152.24,Apple,2008-02-10
P08666,Smartphone,2008,February,291,2727.04,793568.64,LG,2008-02-10
P05912,Smart Speaker,2008,February,484,2980.49,1442557.16,Google,2008-02-11
P09890,Gaming Console,2008,February,33,1600.35,52811.55,Microsoft,2008-02-13
P01934,Smartwatch,2008,February,314,1054.61,331147.54,Apple,2008-02-14
P09278,Tablet,2008,February,230,2098.08,482558.4,Lenovo,2008-02-14
P13256,Headphones,2008,February,475,2568.5,1220037.5,Philips,2008-02-16
P12032,Headphones,2008,February,484,1712.36,828782.24,Panasonic,2008-02-16
P12644,Vacuum Cleaner,2008,February,472,938.02,442745.44,Philips,2008-02-17
P08054,Refrigerator,2008,February,267,1151.1,307343.7,LG,2008-02-18
P04076,Soundbar,2008,February,195,1868.56,364369.2,Bose,2008-02-19
P07442,Soundbar,2008,February,324,2614.06,846955.44,JBL,2008-02-19
P11114,Smart TV,2008,February,259,2238.55,579784.45,Panasonic,2008-02-20
P02240,Headphones,2008,February,267,700.92,187145.64,Apple,2008-02-21
P06830,Headphones,2008,February,213,2805.73,597620.49,JBL,2008-02-21
P08360,Headphones,2008,February,310,360.39,111720.9,LG,2008-02-22
P05300,Vacuum Cleaner,2008,February,103,104.75,10789.25,Dyson,2008-02-22
P07748,Smart TV,2008,February,264,1668.0,440352.0,LG,2008-02-23
P15092,Vacuum Cleaner,2008,February,341,468.69,159823.29,Samsung,2008-02-23
P13868,Smart TV,2008,February,262,1991.97,521896.14,Samsung,2008-02-23
P14786,Headphones,2008,February,480,410.82,197193.6,Samsung,2008-02-25
P00710,Monitor,2008,February,302,2760.1,833550.2,Acer,2008-02-25
P03158,Vacuum Cleaner,2008,February,187,2628.8,491585.6,Beko,2008-02-26
P03464,Headphones,2008,February,345,2832.76,977302.2,Bose,2008-02-26
P00404,Laptop,2008,February,364,2742.61,998310.04,Acer,2008-02-27
P16010,Gaming Console,2008,February,85,2735.4,232509.0,Sony,2008-02-27
P10502,Gaming Console,2008,February,24,1737.69,41704.56,Nintendo,2008-02-27
P01322,Smartphone,2008,February,272,2330.12,633792.64,Apple,2008-02-28
P01628,Laptop,2008,February,482,2329.79,1122958.78,Apple,2008-02-28
P15398,Smart TV,2008,February,16,2868.33,45893.28,Sony,2008-02-28
P14480,Smartwatch,2008,February,440,2575.21,1133092.4,Samsung,2008-02-29
P10808,Gaming Console,2008,February,447,2612.53,1167800.91,Nvidia,2008-02-29
P13562,Smartphone,2008,February,89,262.09,23326.01,Samsung,2008-02-29
P00711,Monitor,2008,March,147,2825.58,415360.26,Acer,2008-03-01
P02547,Tablet,2008,March,71,2117.38,150333.98,Apple,2008-03-01
P05607,Smartphone,2008,March,302,1366.47,412673.94,Google,2008-03-01
P11115,Smart TV,2008,March,341,2557.24,872018.84,Panasonic,2008-03-02
P14175,Refrigerator,2008,March,252,2958.56,745557.12,Samsung,2008-03-02
P05913,Smart Speaker,2008,March,249,733.94,182751.06,Google,2008-03-03
P07137,Smart Speaker,2008,March,484,1818.94,880366.96,JBL,2008-03-05
P09585,Laptop,2008,March,371,375.02,139132.42,Microsoft,2008-03-05
P05301,Vacuum Cleaner,2008,March,113,1952.14,220591.82,Dyson,2008-03-05
P14787,Headphones,2008,March,340,812.94,276399.6,Samsung,2008-03-06
P12339,Soundbar,2008,March,5,2481.06,12405.3,Panasonic,2008-03-08
P01323,Smartphone,2008,March,92,2929.24,269490.08,Apple,2008-03-08
P08361,Headphones,2008,March,390,2933.09,1143905.1,LG,2008-03-08
P16623,Soundbar,2008,March,123,1961.1,241215.3,Sony,2008-03-08
P04689,Laptop,2008,March,468,1539.03,720266.04,Dell,2008-03-10
P10809,Gaming Console,2008,March,432,260.18,112397.76,Nvidia,2008-03-13
P10503,Gaming Console,2008,March,390,2290.26,893201.4,Nintendo,2008-03-14
P01629,Laptop,2008,March,48,246.07,11811.36,Apple,2008-03-15
P10197,Coffee Maker,2008,March,229,830.33,190145.57,Nestle,2008-03-15
P13869,Smart TV,2008,March,215,1085.06,233287.9,Samsung,2008-03-15
P08973,Laptop,2008,March,45,2494.52,112253.4,Lenovo,2008-03-15
P15399,Smart TV,2008,March,100,2516.99,251699.0,Sony,2008-03-16
P01017,Smart Speaker,2008,March,447,1679.92,750924.24,Amazon,2008-03-17
P00099,Gaming Console,2008,March,456,2366.75,1079238.0,AMD,2008-03-17
P03771,Smart Speaker,2008,March,316,953.41,301277.56,Bose,2008-03-17
P12033,Headphones,2008,March,3,534.86,1604.58,Panasonic,2008-03-17
P11421,Digital Camera,2008,March,350,1428.57,499999.5,Panasonic,2008-03-18
P08055,Refrigerator,2008,March,357,1968.79,702858.03,LG,2008-03-18
P04383,Digital Camera,2008,March,254,2401.0,609854.0,Canon,2008-03-18
P16011,Gaming Console,2008,March,138,1803.42,248871.96,Sony,2008-03-18
P14481,Smartwatch,2008,March,369,672.82,248270.58,Samsung,2008-03-19
P04995,Monitor,2008,March,15,2299.83,34497.45,Dell,2008-03-21
P16317,Digital Camera,2008,March,411,1677.69,689530.59,Sony,2008-03-21
P00405,Laptop,2008,March,152,1754.01,266609.52,Acer,2008-03-22
P13563,Smartphone,2008,March,47,2141.27,100639.69,Samsung,2008-03-22
P08667,Smartphone,2008,March,279,2577.72,719183.88,LG,2008-03-22
P03159,Vacuum Cleaner,2008,March,46,2155.27,99142.42,Beko,2008-03-22
P15093,Vacuum Cleaner,2008,March,121,2654.69,321217.49,Samsung,2008-03-22
P06525,Monitor,2008,March,375,2522.49,945933.75,HP,2008-03-23
P02853,Refrigerator,2008,March,393,104.67,41135.31,Beko,2008-03-23
P12645,Vacuum Cleaner,2008,March,362,2877.88,1041792.56,Philips,2008-03-23
P15705,Headphones,2008,March,390,1272.85,496411.5,Sony,2008-03-24
P06219,Laptop,2008,March,357,2596.75,927039.75,HP,2008-03-25
P07749,Smart TV,2008,March,180,2808.51,505531.8,LG,2008-03-25
P07443,Soundbar,2008,March,166,1082.03,179616.98,JBL,2008-03-25
P03465,Headphones,2008,March,431,2047.43,882442.33,Bose,2008-03-26
P09279,Tablet,2008,March,179,1095.74,196137.46,Lenovo,2008-03-26
P09891,Gaming Console,2008,March,2,1219.21,2438.42,Microsoft,2008-03-27
P04077,Soundbar,2008,March,82,1937.87,158905.34,Bose,2008-03-27
P11727,Coffee Maker,2008,March,241,2248.42,541869.22,Panasonic,2008-03-27
P02241,Headphones,2008,March,298,2584.38,770145.24,Apple,2008-03-29
P13257,Headphones,2008,March,489,1198.88,586252.32,Philips,2008-03-29
P01935,Smartwatch,2008,March,425,204.55,86933.75,Apple,2008-03-31
P12951,Coffee Maker,2008,March,16,1849.47,29591.52,Philips,2008-03-31
P06831,Headphones,2008,March,240,356.06,85454.4,JBL,2008-03-31
P03772,Smart Speaker,2008,April,413,263.45,108804.85,Bose,2008-04-01
P06832,Headphones,2008,April,113,2250.47,254303.11,JBL,2008-04-02
P06220,Laptop,2008,April,12,2177.56,26130.72,HP,2008-04-02
P01936,Smartwatch,2008,April,116,1040.09,120650.44,Apple,2008-04-03
P13564,Smartphone,2008,April,18,226.55,4077.9,Samsung,2008-04-03
P14788,Headphones,2008,April,96,620.88,59604.48,Samsung,2008-04-04
P08974,Laptop,2008,April,254,2769.3,703402.2,Lenovo,2008-04-04
P07444,Soundbar,2008,April,324,2260.41,732372.84,JBL,2008-04-04
P10198,Coffee Maker,2008,April,185,1788.31,330837.35,Nestle,2008-04-05
P04690,Laptop,2008,April,434,1781.12,773006.08,Dell,2008-04-05
P05608,Smartphone,2008,April,386,284.87,109959.82,Google,2008-04-06
P07138,Smart Speaker,2008,April,136,1979.8,269252.8,JBL,2008-04-06
P10504,Gaming Console,2008,April,129,1157.03,149256.87,Nintendo,2008-04-06
P12034,Headphones,2008,April,121,2203.83,266663.43,Panasonic,2008-04-07
P08056,Refrigerator,2008,April,27,2306.27,62269.29,LG,2008-04-07
P13258,Headphones,2008,April,62,363.98,22566.76,Philips,2008-04-08
P03160,Vacuum Cleaner,2008,April,379,1987.6,753300.4,Beko,2008-04-08
P00100,Gaming Console,2008,April,340,1763.03,599430.2,AMD,2008-04-08
P04384,Digital Camera,2008,April,189,2075.43,392256.27,Canon,2008-04-08
P01630,Laptop,2008,April,201,1771.96,356163.96,Apple,2008-04-08
P02548,Tablet,2008,April,101,2791.74,281965.74,Apple,2008-04-08
P14176,Refrigerator,2008,April,173,1571.34,271841.82,Samsung,2008-04-09
P06526,Monitor,2008,April,21,1731.8,36367.8,HP,2008-04-10
P16318,Digital Camera,2008,April,398,200.62,79846.76,Sony,2008-04-11
P09586,Laptop,2008,April,72,1706.53,122870.16,Microsoft,2008-04-12
P11728,Coffee Maker,2008,April,495,2640.86,1307225.7,Panasonic,2008-04-13
P13870,Smart TV,2008,April,498,165.8,82568.4,Samsung,2008-04-13
P09280,Tablet,2008,April,263,1510.05,397143.15,Lenovo,2008-04-13
P03466,Headphones,2008,April,221,436.49,96464.29,Bose,2008-04-14
P00712,Monitor,2008,April,53,2017.57,106931.21,Acer,2008-04-14
P05914,Smart Speaker,2008,April,296,1022.96,302796.16,Google,2008-04-15
P08668,Smartphone,2008,April,207,2592.27,536599.89,LG,2008-04-18
P15706,Headphones,2008,April,436,1899.3,828094.8,Sony,2008-04-19
P14482,Smartwatch,2008,April,381,2941.88,1120856.28,Samsung,2008-04-20
P16012,Gaming Console,2008,April,339,1815.42,615427.38,Sony,2008-04-20
P00406,Laptop,2008,April,198,149.94,29688.12,Acer,2008-04-20
P16624,Soundbar,2008,April,299,1295.77,387435.23,Sony,2008-04-21
P05302,Vacuum Cleaner,2008,April,70,1600.77,112053.9,Dyson,2008-04-21
P15094,Vacuum Cleaner,2008,April,493,582.15,286999.95,Samsung,2008-04-21
P11116,Smart TV,2008,April,18,495.96,8927.28,Panasonic,2008-04-22
P02854,Refrigerator,2008,April,297,1990.95,591312.15,Beko,2008-04-22
P11422,Digital Camera,2008,April,361,1284.77,463801.97,Panasonic,2008-04-23
P01018,Smart Speaker,2008,April,254,1063.81,270207.74,Amazon,2008-04-24
P02242,Headphones,2008,April,141,2040.93,287771.13,Apple,2008-04-24
P07750,Smart TV,2008,April,96,701.07,67302.72,LG,2008-04-25
P09892,Gaming Console,2008,April,427,664.61,283788.47,Microsoft,2008-04-25
P04996,Monitor,2008,April,75,1898.6,142395.0,Dell,2008-04-26
P08362,Headphones,2008,April,361,1553.82,560929.02,LG,2008-04-26
P04078,Soundbar,2008,April,146,2840.06,414648.76,Bose,2008-04-26
P01324,Smartphone,2008,April,181,275.34,49836.54,Apple,2008-04-27
P12340,Soundbar,2008,April,294,725.89,213411.66,Panasonic,2008-04-28
P12952,Coffee Maker,2008,April,410,2196.61,900610.1,Philips,2008-04-29
P10810,Gaming Console,2008,April,414,2932.3,1213972.2,Nvidia,2008-04-29
P15400,Smart TV,2008,April,34,350.02,11900.68,Sony,2008-04-30
P12646,Vacuum Cleaner,2008,April,60,1044.38,62662.8,Philips,2008-04-30
P00407,Laptop,2008,May,177,2352.46,416385.42,Acer,2008-05-01
P04385,Digital Camera,2008,May,34,2279.58,77505.72,Canon,2008-05-01
P10811,Gaming Console,2008,May,245,2196.5,538142.5,Nvidia,2008-05-02
P13871,Smart TV,2008,May,80,1494.16,119532.8,Samsung,2008-05-02
P07139,Smart Speaker,2008,May,224,422.96,94743.04,JBL,2008-05-04
P01631,Laptop,2008,May,368,2267.65,834495.2,Apple,2008-05-05
P11117,Smart TV,2008,May,323,2321.77,749931.71,Panasonic,2008-05-06
P08363,Headphones,2008,May,150,685.04,102756.0,LG,2008-05-07
P05915,Smart Speaker,2008,May,190,2283.13,433794.7,Google,2008-05-07
P05609,Smartphone,2008,May,353,1788.66,631396.98,Google,2008-05-08
P04997,Monitor,2008,May,450,2053.98,924291.0,Dell,2008-05-08
P07751,Smart TV,2008,May,443,2617.56,1159579.08,LG,2008-05-08
P13259,Headphones,2008,May,409,1355.9,554563.1,Philips,2008-05-08
P12035,Headphones,2008,May,140,2194.81,307273.4,Panasonic,2008-05-09
P00713,Monitor,2008,May,90,1078.29,97046.1,Acer,2008-05-09
P08057,Refrigerator,2008,May,399,2026.35,808513.65,LG,2008-05-09
P02243,Headphones,2008,May,73,2292.02,167317.46,Apple,2008-05-10
P02549,Tablet,2008,May,171,2404.09,411099.39,Apple,2008-05-10
P09893,Gaming Console,2008,May,279,2288.93,638611.47,Microsoft,2008-05-10
P01937,Smartwatch,2008,May,99,743.23,73579.77,Apple,2008-05-10
P05303,Vacuum Cleaner,2008,May,138,1805.84,249205.92,Dyson,2008-05-11
P01019,Smart Speaker,2008,May,97,1202.65,116657.05,Amazon,2008-05-12
P03161,Vacuum Cleaner,2008,May,39,474.81,18517.59,Beko,2008-05-14
P11729,Coffee Maker,2008,May,492,1048.62,515921.04,Panasonic,2008-05-15
P04691,Laptop,2008,May,212,263.2,55798.4,Dell,2008-05-15
P01325,Smartphone,2008,May,222,1134.81,251927.82,Apple,2008-05-15
P00101,Gaming Console,2008,May,473,2007.33,949467.09,AMD,2008-05-16
P14177,Refrigerator,2008,May,49,2897.67,141985.83,Samsung,2008-05-17
P12647,Vacuum Cleaner,2008,May,311,2698.95,839373.45,Philips,2008-05-17
P12953,Coffee Maker,2008,May,499,2892.34,1443277.66,Philips,2008-05-17
P15707,Headphones,2008,May,334,2418.26,807698.84,Sony,2008-05-17
P16013,Gaming Console,2008,May,179,2969.56,531551.24,Sony,2008-05-18
P09281,Tablet,2008,May,243,1398.51,339837.93,Lenovo,2008-05-19
P09587,Laptop,2008,May,379,387.02,146680.58,Microsoft,2008-05-19
P15401,Smart TV,2008,May,431,2992.33,1289694.23,Sony,2008-05-20
P08975,Laptop,2008,May,313,1147.1,359042.3,Lenovo,2008-05-21
P08669,Smartphone,2008,May,212,2640.71,559830.52,LG,2008-05-21
P14483,Smartwatch,2008,May,38,2817.82,107077.16,Samsung,2008-05-22
P12341,Soundbar,2008,May,402,124.5,50049.0,Panasonic,2008-05-23
P03467,Headphones,2008,May,399,151.18,60320.82,Bose,2008-05-23
P11423,Digital Camera,2008,May,76,806.46,61290.96,Panasonic,2008-05-23
P06221,Laptop,2008,May,110,2655.34,292087.4,HP,2008-05-24
P03773,Smart Speaker,2008,May,479,807.15,386624.85,Bose,2008-05-25
P14789,Headphones,2008,May,128,2392.18,306199.04,Samsung,2008-05-25
P06527,Monitor,2008,May,312,2050.09,639628.08,HP,2008-05-25
P16625,Soundbar,2008,May,404,757.36,305973.44,Sony,2008-05-26
P10199,Coffee Maker,2008,May,272,2055.12,558992.64,Nestle,2008-05-27
P15095,Vacuum Cleaner,2008,May,29,591.45,17152.05,Samsung,2008-05-27
P13565,Smartphone,2008,May,81,625.14,50636.34,Samsung,2008-05-28
P16319,Digital Camera,2008,May,93,2652.11,246646.23,Sony,2008-05-28
P04079,Soundbar,2008,May,343,1175.18,403086.74,Bose,2008-05-28
P06833,Headphones,2008,May,138,1276.6,176170.8,JBL,2008-05-29
P02855,Refrigerator,2008,May,492,2370.19,1166133.48,Beko,2008-05-31
P10505,Gaming Console,2008,May,36,671.22,24163.92,Nintendo,2008-05-31
P07445,Soundbar,2008,May,128,2856.92,365685.76,JBL,2008-05-31
P12036,Headphones,2008,June,206,1350.96,278297.76,Panasonic,2008-06-01
P16014,Gaming Console,2008,June,162,1304.89,211392.18,Sony,2008-06-01
P00714,Monitor,2008,June,498,1834.61,913635.78,Acer,2008-06-02
P03162,Vacuum Cleaner,2008,June,331,1886.01,624269.31,Beko,2008-06-02
P03468,Headphones,2008,June,386,506.79,195620.94,Bose,2008-06-02
P02244,Headphones,2008,June,246,1261.51,310331.46,Apple,2008-06-02
P01020,Smart Speaker,2008,June,262,1147.2,300566.4,Amazon,2008-06-03
P04386,Digital Camera,2008,June,188,387.91,72927.08,Canon,2008-06-04
P03774,Smart Speaker,2008,June,299,2811.18,840542.82,Bose,2008-06-04
P13872,Smart TV,2008,June,258,1148.05,296196.9,Samsung,2008-06-04
P12648,Vacuum Cleaner,2008,June,298,959.75,286005.5,Philips,2008-06-05
P15708,Headphones,2008,June,301,834.1,251064.1,Sony,2008-06-05
P01326,Smartphone,2008,June,134,1334.75,178856.5,Apple,2008-06-05
P08058,Refrigerator,2008,June,345,773.04,266698.8,LG,2008-06-06
P14790,Headphones,2008,June,441,739.84,326269.44,Samsung,2008-06-06
P02550,Tablet,2008,June,399,238.19,95037.81,Apple,2008-06-06
P10200,Coffee Maker,2008,June,210,374.37,78617.7,Nestle,2008-06-06
P01632,Laptop,2008,June,480,1578.12,757497.6,Apple,2008-06-07
P04998,Monitor,2008,June,458,1194.3,546989.4,Dell,2008-06-07
P08976,Laptop,2008,June,286,291.38,83334.68,Lenovo,2008-06-08
P05916,Smart Speaker,2008,June,302,1554.13,469347.26,Google,2008-06-09
P00408,Laptop,2008,June,150,699.29,104893.5,Acer,2008-06-11
P08670,Smartphone,2008,June,205,2298.01,471092.05,LG,2008-06-11
P09282,Tablet,2008,June,247,2063.61,509711.67,Lenovo,2008-06-12
P12954,Coffee Maker,2008,June,365,2590.48,945525.2,Philips,2008-06-12
P04692,Laptop,2008,June,149,2000.64,298095.36,Dell,2008-06-12
P10812,Gaming Console,2008,June,378,529.63,200200.14,Nvidia,2008-06-12
P14484,Smartwatch,2008,June,346,2014.77,697110.42,Samsung,2008-06-13
P15096,Vacuum Cleaner,2008,June,244,1876.77,457931.88,Samsung,2008-06-13
P07140,Smart Speaker,2008,June,265,2559.8,678347.0,JBL,2008-06-13
P15402,Smart TV,2008,June,344,2533.29,871451.76,Sony,2008-06-16
P11424,Digital Camera,2008,June,229,2539.36,581513.44,Panasonic,2008-06-17
P06528,Monitor,2008,June,189,742.14,140264.46,HP,2008-06-17
P02856,Refrigerator,2008,June,333,2536.69,844717.77,Beko,2008-06-18
P13566,Smartphone,2008,June,488,1764.96,861300.48,Samsung,2008-06-20
P08364,Headphones,2008,June,246,300.1,73824.6,LG,2008-06-21
P06222,Laptop,2008,June,250,707.22,176805.0,HP,2008-06-21
P06834,Headphones,2008,June,304,2218.24,674344.96,JBL,2008-06-21
P01938,Smartwatch,2008,June,405,2847.34,1153172.7,Apple,2008-06-21
P11730,Coffee Maker,2008,June,341,571.61,194919.01,Panasonic,2008-06-22
